class,text,language
0,"Dokar zama a gida ta 'yan asalin Biafra (IPOB) a ranar Litinin ta tabbatar da cikakken bin doka a biranen jihar Anambra. Kasuwannin, bankuna, wuraren ajiye motoci da sauran wuraren kasuwanci, gami da makarantu da ofisoshin gwamnati, an kulle su.",hausa
2,Ndị agha Naijiria a bụ ndị nnupụisi na-enweghị nsọpụrụ4nwanyi..Ha na-ebuso ụmụnwaanyị anyị agha ma na-egbu ha n'ugbo ha.,igbo
0,"Ta ni mo jẹ, Kooh Ice Prince kike nufi?",yoruba
0,"Na-eme ihe ị na-eme, ụmụ okorobịa!",igbo
2,"Mo ti rẹ́ láti rí àwọn tí wọ́n ń pe ara wọn ní ""ìgbòòrò"". Ojú ẹ̀yìn rẹ̀ kò lè tẹ́lẹ̀, kò sì lè fọwọ́ kàn ẹ̀rẹ́ ẹ̀rẹ́ ẹ̀rẹ́ rẹ láìjìnnà.",yoruba
0,"Agbára ètè gúúsù: Àwọn ajá tó ń ṣọ́ ààlà ń lo àkókò wọn láti máa fi ń lé àwọn ọmọbìnrin tó ń ṣí lọ sí orílẹ̀-èdè míì láìṣe òfin, tí àwọn ọmọbìnrin àtàwọn ọkùnrin ń lọ láìrí wọn.",yoruba
2,"Àwọn ará gúúsù nìkan ló ń ṣe ìwádìí nípa ìṣèlú, àwọn ará àríwá nìkan ló ń ṣe ìpinnu láti wà lábẹ́ agbára.",yoruba
1,"You Oyomere people don’t have sense, you know say una door no get lock but una go dey gum body. 

See idolo now yeye dey smell 😒😒",english
0,: ÀWỌN Òfin Àdánà-Ọkùnrin: Ìjọba Kánádà Fòpin Àbẹwò Ààrẹ Jonathan,yoruba
0,Cheta mgbe nile inwe obi ụtọ n'ihi na ị maghị onye na-enwe mmasị n'ọchị gị.,igbo
0,Akụkọ: Lekki bụ ihe na-eme ka ndị mmadụ ghara ịnabata ihe ha na-ekwu.,igbo
0,Biafra ta ci yaƙin.,hausa
1,"Gwamna Oyetola ya yi rashin nasara a kan jami'an gwamnati a zaben da ya gabata. ko da yake ya biya cikakken albashinsa kuma a lokacin da ya kamata, jami'an gwamnati sun so ya biya bashin fansho wanda ya kai biliyan naira manta jihar Osun tana daya daga cikin jihohin da suka fi talauci dangane da kudaden da Fed ya bayar.",hausa
1,"Ohun tí wọ́n ń ṣe yìí ni, ohun tí wọ́n ti ń ṣe látọjọ́ pípẹ́ yìí.",yoruba
0,Where can I watch the City match?,english
0,"àmọ́ mo ti sọ ọ́, n mi ò ní sọ ọ́ mọ́ láti báyìí lọ. mi ò ní pe àwọn arákùnrin ibo mi ní nyamiri, ṣùgbọ́n bí baibe ṣe yẹ kí n ṣe, mo tún rò pé nyamiri jẹ́ ẹni tí kò yẹ̀wọ̀, torí náà, ibos mi ò dárí jì mí títí di báyìí tí mo fi mọ̀ pé orúkọ yẹn ń ṣe ìrẹ̀lẹ̀",yoruba
0,A cikin shekaru da yawa yanzu ya yi kira ga haɗarin da ke faruwa yanzu da kuma na yanzu na yin fushi da fulani da ake kira makiyaya da ke barin mutuwa da halaka a kan hanyarsu.,hausa
0,Wanda ke Gudanar da Duniya ..,hausa
2,"Justice?  Are you aware of how the FG are defending their fulani people against gov.  Akeredolu on ondo state? 

Why're some yoruba people so senseless and coward fgs, trying to be politically correct while the politicians aint even working",english
0,Ka yi kyau Babe,hausa
2,"Akụkọ: Ị bụ Igbo onye iberibe, hapụ Ekweremadu naanị ya  A... LINK",igbo
1,"Ekwenyesiri m ike na ọtụtụ ndị ọzọ ga-esonyere m na ndepụta Fani Kayode na ụbọchị ọ ga-agbada APC n'ụzọ gọọmentị..'Fulani Party,Fulani nke a &amp; that'..Onye iberibe ahụ ga-alaghachi na-abụ abụ otuto Buhari &amp; na-eme ya n'ihi na ọ na-eche na onye ọ bụla nwere ụdị nsogbu uche ya.",igbo
0,"A Afirka ne kawai za ku ga al'adu masu ban mamaki... abin da irin rayuwar barbaric... idan Allah ya so su kasance kamar wannan, zai halicce su ta wannan hanyar....",hausa
2,"Mutumin ba zai yarda da roƙon ta ba, mutumin ya riga ya ƙi 'ya'ya mata, don haka babu wani abu a wannan duniyar da zai sa namiji ya yarda da roƙon su, saboda wannan al'amari mai kyau ya dace da mutumin. 💔 💔 💔 mata  tare da halayensu masu wayo, Allah ya cece mu 🙏 daga gare su.",hausa
1,NKE NDỊ NA-ENYERE GỊ AKA,igbo
1,i hopethey are hearing beast of no burden,english
2,"Ya mere Buhari na-alụso nrụrụ aka ọgụ? Gịnị banyere ọtụtụ ndị ọzọ nọ n'ọbụ aka Executive ya? Ọzọ ị bụ Aboki na dịka onye Alakụba ị bụ onye nzuzu na ị gaghị aga, ị gaghị ahụ ihe ziri ezi!",igbo
1,"Ya ku wawaye, ku kira shi ƙarya. Ku nuna mini inda Buhari ya yi barazanar yaki da Fulani makiyaya.",hausa
0,"Oga Henry, ọ bụrụ na ihe abeg, m na-aghọta m...kuku akpọ Bashir, na otu onye na-aga na-ekwu okwu na nkịtị lang ka baba.",igbo
2,""": Bitches should not drink alcohol if they cant control that shit""",english
0,"Nasir must go back to school, not to learn this time but to teach- Fashola",english
2,Social distancing in lagos if this was in kano the next the u would hear is all those northerners re illiterate some southern clowns would even calls us animals thank God lagos has lot of animals LINK,english
1,Ìdí nìyẹn tí Miyetti Allah fi ń fa àwọn ará Hausa tí kò jẹ̀bi sínú ọ̀ràn yìí.,yoruba
0,"Saboda haka, ya dace Suleiman Johnson ya yi annabci game da wulakanta MNK maimakon Fulani makiyaya.",hausa
2,"A halin yanzu ba shi da kyau a zama kabilanci. mafi yawan wadannan arewaci ne m! Shin, kai makaho?",hausa
0,: EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO E E E E E E E E E E E E E E E E E E E E E E E E E E E EGBO E E E E E E E E E E E E EGBO E E E E E E E E E E E E EGBO E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E,igbo
1,"Jamb question, are Fulani not human being this is how d racism started, u are separate ur country man with this so called religion foke",english
0,"""Ọgwụ ọjọọ na-akpata ọrịa"".",igbo
2,My Hoes ain't loyal mehn they Rotate,english
0,Yana biya don zama ba tare da budurwa aboki,hausa
1,M: Amaara m abụ nke ezigbo Ann... enyi m: OMG biko bụrụ ya anyị chọrọ ịnụ... ME: M kinda ihere... enyi m: pllllz... ME: Fuck it m ghaara ụgha....,igbo
2,: Females ALWAYS blame getting fat on birth control. . You like SNACKS!!!,english
0,"An kafa su ne don su yada ƙa'idodin addinin Islama, kuma waɗannan su ne batutuwa da masu bi suke bukatar su yi bimbini a kansu"".",hausa
1,:..Ɣou re mad for dt post...don't Ɣou av shame....akhhh...Ɣou re a disgrace to womanhood,english
2,Don haka za a iya gano mata masu tsabta daga dabbobi,hausa
2,"""Mu"" a mahallin shi ne Fulani janjaweed daga Futa Jalon.",hausa
1,Ụfọdụ ụmụ agbọghọ agaghịdị na-akpa enyi ha kacha mma na-ekwu okwu banyere njikọ njikọ njikọ,igbo
0,Ka yi tunani a kan wannan .,hausa
1,"Ee GMP bụ a Muslim si North. ma kwere m O ghọgburu ndị ugwu na ya ebubo na-akwado ndịda. ndị ị kwuru nwere ha niile ego na ụlọ na Lagos Abuja na Port / h. Anyị na-ahapụ Almajiris, si Sch ụmụ. Ha bụ ndị Northern anyị na-",igbo
0,"Ndị uweojii jidere onye na-arụ ọrụ n'ụlọ ọrụ na-arụpụta ụmụaka, na-azọpụta ụmụ agbọghọ itoolu dị ime n'Enugu",igbo
2,"Is a hoe. : Dry joke"": :''') "": A girl sleeping with her bosses is also doing her MASTERS""""",english
1,Ina jin tausayin ƙwaryarka mai rahusa wanda zai ci gaba da kunyata ka saboda tana cikin zafi koyaushe,hausa
0,"""Ọ dịghị ihe dị ka a dị ụtọ dị ka inwe a nnukwu mmakọ si nne gị... otú oké!""Yess Landon Gal",igbo
0,"Mụ onwe m kwa !! "": Ike gwụrụ m nke ukwuu na sch""",igbo
1,"Na san ka yi nadama da cewa bai yi amfani da kwaroron roba ba shekaru da suka wuce, domin ka kunyata dukan Ghana.",hausa
0,"""KNOCK! KNOCK!! Ònye bụ DIA? DEZIANI...DEZIANI Ònye? M NA-AGBARA YA OBI Ọ BỤ DEZIANI na-asọpụrụ D COMMON MAN NIGERIA!*cc",igbo
1,TYRION ne wadannan NIGGAS!!!!,hausa
0,: Terrible things.. Gun shots everywhere in Oyigbo. I’m there. No sleeping for us tonight. Fulani boys escorted by the Niger…,english
1,Adamu Garba bụ onye isi mara mma n'ụwa maka ịnwa ịgba akwụkwọ 😂😂 gịnị ma ọ gaa mepụta ngwa nke ya ma mee ka ọ gbapụ dị ka Twitter .. Nonsense,igbo
1,"Dị ka ma ọ bụrụ na una ☺ G̶̲̅̊☺ na-akparị anyị gbuo sef: Ọ bụrụ na ndị ikom niile na-aghọ aghụghọ, ụmụ nwanyị niile kwesịrị ịghọ aghụghọ ma ka anyị nwee udo abeg!!",igbo
2,"Ọ ga-abụ na m ga-abụ onye a na-amanye ike n'oge na-adịghị anya... onye nwere ike inyere m aka, bụrụ nna ochie.",igbo
2,Nwa nwanyi nke na-akwa iko na nwa nwanyi nke na-akwa iko,igbo
0,"I hope and wish this deadly virus ends asap, this is heart breaking",english
1,Africans with greediness? It's not everyone that will get the giveaway bro and you're even using an iPhone....lolz,english
0,Abin mamaki ne!,hausa
0,A beautiful religion like Islam needs no Introduction.They are brainwashed in to practicing Islam the wrong way and killing innocent people and spare no children 👶. What an Irony and future wasted by associating  with the devil called ISIS(DAESH)!,english
0,"Mgbe ịkwa iko (Zina) ghọrọ àgwà, ịda ogbenye na mwute na-aghọ onye òtù ọlụlụ ndụ.",igbo
2,àwọn ará àríwá yìí/àwọn ọkùnrin Fulani yìí jẹ́ àwọn ẹranko ẹhànnà títí kan Buhari fúnra rẹ̀. ó ṣe kedere látinú ìdáhùn wọn sí àwọn ìbéèrè pé wọ́n wà lẹ́yìn àwọn ìpànìyàn náà ní àṣírí,yoruba
2,"Ku ci ni😂 , ku 'yan Afirka ta Kudu masu jin kunya ba za ku iya kusanci ba . Kuna jin zafi sosai don zama mutum. Da alama mahaifiyarku ta bar ku ba tare da taimako ba a lokacin da kuke yaro kuma ta tafi ta hanyar lalata da kyawawan 'yan Najeriya.",hausa
1,See this idiot talking about politics again! Ani weyrey niyin se!!!,english
2,Gaskiya ba na zargi gwamnati ba Na san PPL na lokacin da lokaci ya yi da za su yi yaƙi da duk baranda da suke kiran kansu makiyaya za su yi roƙo don rayukansu,hausa
0,Ụmụ nwamba  .... ha bụ nnọọ ndị na-adịghị asọpụrụ aidy 😂,igbo
0,:Smarter people and people with high IQs are more likely to fall for tricks and scams. They tend to think they're immune to mistakes,english
0,Mgbakwunye ndekọ ọhụrụ m MBNSnation LINK,igbo
1,"'Yan mata da suke yin kamar su wauta ne domin suna ganin yana da kyau, suna bukatar a yi musu bulala a fuska da kwanon frying....",hausa
2,'Yan mata na IGBO ne mafi yawa' 'Yan mata na Yoruba ne mafi yawa' 'Yan mata na Hausa ne mafi yawa',hausa
0,Àwọn òǹràn Ìlú England tó ti mutí yó yóò di ẹni tí wọ́n ti fi ọtí mu nínú àwọn ọkọ̀ ojú omi tí wọ́n ti mu nígbà ayé Soviet nígbà World Cup 2018: Àwọn òǹràn Ìlú England tí wọ́n ti fi ...,yoruba
2,O wo ni ọpọlọpọ awọn eniyan Yoruba yii kii ṣe alagbeka nikan ṣugbọn tun jẹ ẹlẹgbin pupọ eyiti o jẹ idi ti wọn ko le rii ohun ti baba Ijesha ṣe aṣiṣe! ṣugbọn eyi jẹ iya ẹnikan sha abi🏼 ♀️? ati awọn ọmọ rẹ ro pe wọn ni iya️ LINK,yoruba
0,"This still places men above women. 
There’s explaining away the misogynistic tendencies of the Bible. LINK",english
1,Àwọn olùṣọ́ àgùntàn yìí máa ń rí orí kókókókó,yoruba
0,Coronavirus: Nigeria Senate Suspends Public Hearings Indefinitely LINK,english
0,Mallam literally means teacher in hausa,english
2,What happens to police men who litter their seed everywhere with women they’re not married to? Nigeria’s sexism and misogyny is terribly institutional. LINK,english
0,Ụmụ nwanyị na-eme ka ike dị elu,igbo
2,Àwọn àwòrán: Ìpínlẹ̀ Ísálì ń yí àwọn ọmọ ogun rẹ̀ padà sí àwọn ZOMBIES tí kò bẹ̀rù ikú: Ìpínlẹ̀ Ísálì ń... LINK,yoruba
2,"Lol: Àì, bọ́ọ̀sì ọjọ́"": Ṣé ọjọ́ ìbéèrè òmùgọ̀ ni lónìí????????: ọmọdé, ṣé ìwọ ni obìnrin ẹlẹ́yà ara ẹni?""""""",yoruba
0,O ò ní rí i pé ó yẹ kí n ṣe bẹ́ẹ̀.,yoruba
0,"Ezigbo onye ọchịchị ndịda, biko zaghachi Malami n'ụzọ ọ ga-aghọta na ị naghị akwa emo!",igbo
1,Iwo ati molebi re. Oloshi buruku,hausa
2,"Ìfẹ́ dùn, ṣùgbọ́n àwọn obìnrin Nàìjíríà jẹ́ ẹni burúkú",yoruba
1,Ọ bụrụ na anyị amalite ịgụta ọnụ ọgụgụ ndị nkuzi Ronaldo chụrụ? Ole? Benitez? Mourinho? 😂😂 opekata mpe Messi enwetala trophies maka ụdị nkuzi dị iche iche dị ka Koeman na Valverde. ọ bụghị Ronaldo na ndị na-akwado ya na-ekwu maka iko ikike ọmụmụ dị ka Copa Italia. 😂😂,igbo
1,Gịnị mere ị na-agha ụgha site na ezé gị. CAN bụ onyeisi nke Archbishop Okogie na 80s & 90s. E nweghị oge CAN n'okpuru Okogie zụrụ ndị mmadụ ma ọ bụ kpokọta a brigade na-alụ ọgụ a nkịtị agha megide Ndị Kraịst na Nigeria ma ọ bụ chụsoo Nigeria kewara.,igbo
2,"Yoruba u na eye no go open? .your people are hungry, you still want next level of poverty.There is nothing in Yoruba land that's why you na dey follow follow.Mumu people.Hausa slaves.🤣😂😁",english
1,Rubbish jare !! So why did you buy Lukaku if havertz was really tested. Havertz wey de disappear for game,english
2,"To, idan ka samu zabi ba za ka zabi ni ba?",hausa
2,Girlfriend biography: m hụrụ n'anya m nwa soro ya. Boyfriend biography: Fuck ụmụ agbọghọ na-enweta ego.,igbo
1,Lolz uche m na-apụ m ... mmekọahụ dị mma.: ị na-apụ gị uche.,igbo
2,"Komawa zuwa baya, ka nuna maka yadda gangstar ke motsawa, dope man, Ina bukatar dope bitch, zan iya qve ka duk dope shit",hausa
1,Na mumu dey ịhụnanya,igbo
1,"Nigeria is not a normal country that's why 80% aren't normal people. ""saner clime"" that's what we call countries like USA, UK and others. That tells you a lot about the mental health of Nigerians.

Unnecessary anger. LINK",english
1,Ƙarƙashin ƙyama,hausa
1,"Mgbe ọ bụla m riri semo, ihe mbụ na-abịakwasị m n'uche bụ ndị ahụ na-akpọ ya ahịhịa.",igbo
0,"Mayfield hụrụ Westbrook, onye na-agba okpu okpu St.",igbo
0,But the western world are giving false news saying Ukrainian are winning the war and Russian are loosing army.,english
1,"Pls wani ya ga wani Garba mai hankali a kan wannan app kafin? Bcos duk Garbas da na samu ne kawai m Eg; Adamu Garba, Shehu Garba, da dai sauransu Idan ka san wani Garba da hankali, don Allah sanar da ni kafin na fara tunanin Arewa sunayen wawa yaro Garba",hausa
0,"Wannan abin takaici ne kawai saboda nuna bambancin kabilanci na 'yan Najeriya ya zama mai saurin karbuwa a shafukan sada zumunta. Ana yin alamun kamar ""abokis, yorobers, fulani makiyaya, kwari"", har ma da zagin addini ba tare da wani hani ba.",hausa
2,"Nígbà tí màmá rẹ bá gbà pé o jẹ́ òmùgọ̀, á dà bí Jennifer tó ń mú Sharwama àti àjàrà bò ó sì ń padà wá.",yoruba
0,"That's the most cheapest assertion and mind political game I have ever experienced. The Carmel would have passed through the niddle before an Ibo man can rule Lagos. Please oga sanwo olu, kindly change topic and station. LINK",english
1,Both Manchester clubs are useless.,english
1,🤣🤣🤣🤣 manyan 'yan kabari,hausa
0,"A kpọrọ ya ka ọ bịa n'ụlọ ya, ya na ya lelee fim n'ihe ndina ya, ya na ya makụọ ibe ya, ma o kweghị abanye.",igbo
0,Àwọn ará Roma ò mọ nǹkan kan.,yoruba
2,"""Àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni tí wọ́n ń rán owó sí i lẹ́yìn tó sọ fún wọn pé òun kì í ṣe aláfẹ̀ẹ́ ara ẹni"" jọ pé ó ń gbìyànjú láti rí owó tí kò tó nǹkan fún àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni.",yoruba
2,Ndị ugwu na-aṅụ ọgwụ ọjọọ.,igbo
0,"Yhup I love Malo gurls "": Hausa/Fulani girls are the cutest girls in Nigeria! Believe it or not :|""",english
0,"Yo boss Rita, I made a video asking girls why they FRIENDZONE guys. My only request is you help me drop a like on the video and subscribe. Thanks, it means a lot

LINK",english
0,Duk wani adadin da zan gode maka baba,hausa
0,Yarbudurwa ya kike,yoruba
1,"Lol
Guy shutup",english
0,"Yana da aljanu da kwari, mai yiwuwa wadannan k1ngdom Bg stans da kuma su streaming wucewa",hausa
1,Dope orí Nigerians mejeeji ọkunrin ati obinrin gonna ri d jade ti DAMILO DAMOCHE ahhhhhhhhh OMG,yoruba
0,Idan haka ne nake koyarwa fa?,hausa
2,Gịnị Mere Ụmụ Nwaanyị Ndị A Na-enweghị Olileanya Ji Eziga Ndị Nwoke Di Ha Lụrụ Ihe Nkpuchi?,igbo
1,"Onye iberibe ọzọ hụrụ ya, ọ ga-abụ ndị ndọrọndọrọ ọchịchị, ma ọ ga-eme gịnị?",igbo
2,Some of you Igbos and Yorubas are so stupid that you keep fighting each other for no reason why the real enemy is somewhere blowing whistle for u guys. They called all the south vultures and u guys dt claim to be informed are here talking non sense. God pls divide this shit hole.,english
0,"Al'adun Igbo suna da wadata, umu Igbo kwenu!!",hausa
2,Northerns are the worst hypocrites in the world . No wonder their region is the poorest in the world too ..,english
2,Gbogbo àwọn ọmọbìnrin Hausa tí ẹ̀yà wọn kéré àti ẹ̀yà ara wọn tó tóbi...,yoruba
0,ya kike,english
0,Èyí ṣì ń fi àwọn ọkùnrin sípò àwọn obìnrin.,yoruba
1,Ị ga-abịa na-ede nonsense dị ka ị chọrọ nkwa ọlụlụ oponu,igbo
2,Wannan Yoruba mutane ne na gaskiya aljanu,hausa
0,Ati christian o ati unchristian o...ko bojumu. LINK,english
1,"Àwọn ọmọ ìlú Lagos ni àwọn ọ̀daràn, àwọn Staphylococcuserus nìkan ni kòkòrò tó ń tà àwọn oògùn aṣẹ́wó sí àwọn aláìmọ̀.",yoruba
1,Karya kike,english
0,Ụgbọala E Ji Ebere E Nye Ndị Mmadụ,igbo
2,"♥♥♥"": Mo nífẹ̀ẹ́ ọmọ mi ...ó ń bá mi ṣòfò... """,yoruba
1,"""Babu wani abu mai kyau, kana zaune a cikin birni, ba aiki mafi kyau, m hali!",hausa
1,"Kuna da gaskiya sosai........ kuyi tunanin marasa amfani, marasa hankali da marasa aiki suna dauke da alamun shaida a kan batun trivia wanda babu wata hujja mai mahimmanci amma duk wawaye sun yi shiru idan ya zo ga boko harram, fulani shugabanni, sace mutane, da kuma wasu mutane. Muna bikin karya a NIGERIA",hausa
0,Gịnị mere i ji kpọọ ya ka ọ bịa egwuregwu ị ga-efunahụ ọzọ lol M na-atụ anya na ị gaghị agbaji imi ya oge a,igbo
2,Lee ihe ndị a,igbo
1,"Mo búra pé tí orí rẹ̀ bá ti tọ́, ọmọbìnrin tí kò ní nǹkan kan...",yoruba
2,Ihe a bụ ihe m na-ekwu: Ndị na-agba akwụna na-agba akwụna kwesịrị ikwe ka ha na-akpa?,igbo
1,Alágàbàgebè,yoruba
0,": Rain soaked, women put their shoes on the head and marched on  LINK",english
0,Ka kasance mai girman kai Ka kasance mai ƙarfin hali kuma lokacinmu ya yi yawa.,hausa
2,"àwọn ará àríwá ń fi ẹ̀gbin ṣàn bí wọ́n ti ń ṣe, ìparí ìṣekúṣe tí kò dára yìí ti dé.",yoruba
1,ihe ndị na-emebi emebi,igbo
2,Yoruba maza za su ba ka dubu biyar kuma za su so su tsotse ka da madara mai daraja dubu talatin.,hausa
0,Antóнова Светлана откровенное фото Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe À À Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe À À À Àtúnṣe À À À Àtúnṣe Àtúnṣe À Àtúnṣe À À À Àtúnṣe Àtúnṣe À À Àtúnṣe Àtúnṣe À À À À Àtúnṣe À À Àtúnṣe Àtúnṣe À À À À À À À Àtúnṣe Àtúnṣe À À À À À À Àtúnṣe À Àtúnṣe À À Àtúnṣe À À À À Àtúnṣe Àtúnṣe À,yoruba
